index,brand,model,Specification,Device,price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty
115,asus,Asus Vivobook 14X K3405ZFB-KM752WS,12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic,Laptop,85990,75,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2880,1800,windows,1
116,acer,Acer Aspire Lite 2023 AL15-51,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,39499,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
117,infinix,Infinix Zerobook 13 ZL513 2023,13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home,Laptop,57990,63,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
118,asus,Asus Vivobook 14X K3405ZFB-KM541WS,12th Gen Core i5 /16GB/512GB SSD/Win11,Laptop,67990,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,14,2880,1800,windows,1
119,acer,Acer Nitro 5 AN515-58 NH.QLZSI.001,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,Gaming Laptop,94990,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
120,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W,12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph,Gaming Laptop,75250,72,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
121,acer,Acer Aspire 7 A715-76G NH.QMESI.002,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,47990,67,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
122,asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS,Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home,Laptop,66990,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,2880,1800,windows,1
123,hp,HP Pavilion 15-eh2050AU,AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,43700,62,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
124,asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Laptop,154990,88,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,3200,2000,windows,1
125,acer,Acer Predator Helios Neo 16 PHN16-71,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,Laptop,119990,75,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
126,acer,Acer Predator Helios Neo 16 NH.QLTSI.001,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,Laptop,104990,70,intel,core i5,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
127,hp,HP 250 G8 7M6L7PA,11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11,Laptop,34890,58,intel,core i3,2,4,8,HDD,1024,SSD,256,intel,integrated,FALSE,15.6,1366,768,windows,No information
128,hp,HP 15-fc0025AU,AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,32490,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
129,hp,HP 15-fc0028AU,AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,43400,52,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
130,lenovo,Lenovo Thinkbook 15 21DJA049IH,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,40990,66,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
131,acer,Acer Extensa 15 EX215-33 2023,Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home,Laptop,30990,49,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
132,lenovo,Lenovo IdeaPad Slim 3 82KU0238IN,AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,40990,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
133,hp,HP 15s-fq2717TU,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,31090,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
134,dell,Dell G15-5520,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,68990,74,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
135,asus,Asus ROG Flow X13 GV301RC-LJ073WS,AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,96389,79,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,TRUE,13.4,1920,1200,windows,1
136,asus,Asus VivoBook 15 X515EA-EJ522WS,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,43990,60,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
137,lenovo,Lenovo IdeaPad Gaming 3 82K10198IN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,45651,67,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
138,asus,Asus Vivobook 16X 2022 M1603QA-MB511WS,Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home,Laptop,52990,65,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,16,1920,1200,windows,1
139,acer,Acer TravelMate TMP214-53 Business,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,38990,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
140,asus,Asus Vivobook 15 Touch X515EA-EZ311WS,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,33490,56,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,15.6,1920,1080,windows,1
141,apple,Apple MacBook Pro 2022,Apple M2/ 8GB/ 256GB SSD/ macOS,Laptop,109990,43,apple,m2,8,8,8,SSD,256,No secondary storage,0,apple,apple,FALSE,13.3,2560,1600,mac,1
142,asus,Asus Vivobook S15 OLED K3502ZA-L701WS,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,72990,70,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
143,hp,HP 15s-eq2144au,Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,40499,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
144,hp,HP Spectre x360 16-aa0665TU,Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home,Laptop,202340,82,intel,core ultra 7,16,22,32,SSD,2048,No secondary storage,0,intel,dedicated,TRUE,16,2880,1800,windows,1
145,lenovo,Lenovo V15 G4 82YU00W9IN,Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,35990,60,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
147,lenovo,Lenovo IdeaPad Slim 3 82H803HQIN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,44990,64,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
150,dell,Dell 5530 G15,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,148490,78,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
151,hp,HP Spectre x360 14-eu0666TU,Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home,Laptop,165900,76,intel,core ultra 7,16,22,32,SSD,1024,No secondary storage,0,intel,dedicated,TRUE,14,2880,1800,windows,1
152,apple,Apple MacBook Pro 16 2023,Apple M3 Pro/ 36GB/ 512GB SSD/ macOS,Laptop,289900,63,apple,m3,12,12,36,SSD,512,No secondary storage,0,apple,apple,FALSE,16.2,3456,2234,mac,1
153,apple,Apple MacBook Pro 16 2023,Apple M3 Max/ 36GB/ 1TB SSD/ macOS,Laptop,349900,64,apple,m3,14,14,36,SSD,1024,No secondary storage,0,apple,apple,FALSE,16.2,3456,2234,mac,1
154,apple,Apple MacBook Pro 16 2023,Apple M3 Pro/ 18GB/ 512GB SSD/ macOS,Laptop,249900,58,apple,m3,12,12,8,SSD,512,No secondary storage,0,apple,apple,FALSE,16.2,3456,2234,mac,1
155,apple,Apple MacBook Pro 14 2023,Apple M3 Pro/ 18GB/ 512GB SSD/ macOS,Laptop,199900,56,apple,m3,11,11,8,SSD,512,No secondary storage,0,apple,apple,FALSE,14.2,3024,1964,mac,1
156,lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,152990,77,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
157,dell,Dell Inspiron 3520 IN3520P9K46002ORS1,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,37990,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
158,hp,HP Victus 15-FA1098TX,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Laptop,60990,64,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
159,hp,HP 15s-er2004AU,AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11,Laptop,50999,58,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
160,dell,Dell Inspiron 3530 IN3530RMD8W001ORS1,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,Laptop,65990,53,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
161,acer,Acer Aspire 3 A315-24P NX.KDESI.00B,AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,32990,54,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
162,asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS,12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home,Laptop,47990,62,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,16,1920,1200,windows,1
163,lenovo,Lenovo Legion Slim 5 82Y9009JIN,AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,132190,83,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
164,ultimus,Ultimus Lite NU14U4INC44BN-CS,Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home,Laptop,14990,45,intel,celeron,2,2,4,SSD,256,No secondary storage,0,intel,integrated,FALSE,14.1,1366,768,windows,1
165,zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023,12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home,Laptop,33990,65,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
166,hp,HP Spectre x360 14-eu0556TU,Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home,Laptop,165900,76,intel,core ultra 7,16,22,32,SSD,1024,No secondary storage,0,intel,dedicated,TRUE,14,2880,1800,windows,1
167,hp,HP 15s-fq5185TU,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,39700,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
168,zebronics,Zebronics Pro Series Y ZEB-NBC 2S,11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home,Laptop,32990,63,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
169,zebronics,Zebronics ZEB-NBC 5S 2023,12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home,Laptop,52990,72,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
170,zebronics,Zebronics Pro Series Y ZEB-NBC 1S,11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home,Laptop,29990,56,intel,core i3,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
171,hp,HP Pavilion 14-dv2153TU,12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11,Laptop,68710,67,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
172,lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN,AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,61712,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
173,asus,Asus ROG Strix G15 G513RC-HN251WS,AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph,Gaming Laptop,91990,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
174,hp,HP Victus 15-fa1132TX,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Laptop,60990,66,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
175,chuwi,Chuwi FreeBook,12th Gen Core i3/ 12GB/ 512GB SSD/ Win11,Laptop,32990,50,intel,core i3,6,8,12,SSD,512,No secondary storage,0,intel,integrated,TRUE,13.5,2256,1504,windows,1
176,acer,Acer Swift Go NXKPZSI002,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,72990,64,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,2880,1800,windows,1
177,hp,HP 255 G9 841W6PA,AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS,Laptop,23999,49,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1366,768,dos,1
178,gigabyte,Gigabyte G5 MF-F2IN313SH,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,71990,67,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
179,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,84990,69,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,3840,2400,windows,1
180,asus,Asus Chromebook CX1500CKA-EJ0241,Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS,Laptop,17990,35,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,chrome,1
181,lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN,Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home,Laptop,25790,50,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1366,768,windows,1
182,hp,HP 255 G8 7J035AA,Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11,Laptop,31999,56,amd,ryzen 5,6,12,8,SSD,256,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
183,acer,Acer Predator Helios Neo 16 2023 PHN16-71,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,179990,78,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
184,asus,Asus TUF Gaming F15 FX506HE-HN382W,11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,72990,71,intel,core i7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
185,hp,HP Victus 15-fa0187TX,12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph,Gaming Laptop,92800,76,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
186,lenovo,Lenovo IdeaPad 3 82KU024JIN,AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,48990,64,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
187,msi,MSI Modern 14 C12M-459IN,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,54990,60,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
188,wings,Wings Nuvobook Pro,11th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,39990,58,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1080,1920,windows,1
189,wings,Wings Nuvobook S1,11th Gen Core i3/ 8GB/ 256GB SSD/ Win11,Laptop,24990,49,intel,core i3,4,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1080,1920,windows,1
190,msi,MSI Thin GF63 11UCX-1492IN,11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,61990,73,intel,core i5,6,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
191,infinix,Infinix INBook X3 Slim XL422,12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,Laptop,38990,56,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
192,hp,HP Pavilion 15-eg3017TU,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,Laptop,72999,63,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
193,msi,MSI Thin GF63 11SC-1494IN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,52990,65,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
194,msi,MSI Thin GF63 11UC-1490IN,11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,62990,73,intel,core i5,6,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
195,hp,HP Victus 16-s0089AX,AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph,Gaming Laptop,87090,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
196,lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,70590,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,16,1920,1200,windows,1
197,lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,66990,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
198,lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,Gaming Laptop,114990,63,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
199,lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,Gaming Laptop,99990,67,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
200,hp,HP 240 G8 689U2PA Business,11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11,Laptop,34990,63,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
201,hp,HP Victus 16-D0314TX,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,64500,75,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
202,hp,HP Omen 16-wf1026TX,14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,176499,85,intel,core i7,20,28,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16.1,2560,1440,windows,1
203,jio,Jio JioBook NB1112MM BLU 2023 Netbook,Octa Core/ 4GB/ 64GB eMMC/ JioOS,Laptop,14701,24,other,other,8,0,4,HDD,64,No secondary storage,0,arm,integrated,FALSE,11.6,1366,768,other,1
204,asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,74990,65,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,2880,1800,windows,1
205,asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph,Laptop,104990,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
206,hp,HP Omen 16-wd0880TX,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,94990,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,2560,1440,windows,1
207,dell,Dell G15-5520 2023,12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph,Laptop,77490,73,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
208,chuwi,Chuwi CoreBook X,10th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,24990,50,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
209,msi,MSI Modern 14 C11M-029IN,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,39990,62,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
210,hp,HP 15s-ey2001AU,AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,55990,63,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
211,infinix,Infinix Zerobook ZL513 2023,13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,Laptop,48990,57,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
212,dell,Dell Inspiron 3525,AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11,Laptop,39240,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
213,asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,90060,77,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
214,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W,12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph,Gaming Laptop,85800,76,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
215,asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Laptop,57990,70,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
216,asus,Asus Vivobook 15 X1502ZA-EJ541WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,60990,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
217,hp,HP Pavilion 15-eg3079TU,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro,Laptop,73020,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
218,msi,MSI Modern 14 C12M-671IN,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,53990,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
219,msi,MSI Thin GF63 11UC-1474IN,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,56990,72,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
220,lenovo,Lenovo V15 G3 IAP 82TTA00UIH,12th Gen Core i3/ 8GB/ 512GB SSD/ DOS,Laptop,32980,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,dos,1
221,msi,MSI Modern 14 C12M-444IN,12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home,Laptop,36990,62,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
222,asus,Asus Vivobook Pro 15 M6500QF-HN521WS,Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Laptop,59990,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
223,asus,nan,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,31990,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
224,apple,Apple MacBook Air 15 2023,Apple M2/ 8GB/ 512GB SSD/ MacOS,Laptop,144990,56,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,FALSE,15.3,2880,1864,mac,1
